validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude,,,,,,,,,,,,
True,Rennerdale VFD,Fire Department,"30 Suburban Ave., Rennerdale, PA 15106",https://rennerdalevfd.net/,"Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM",Lunch is take-out only,https://rennerdalevfd.net/,"Deep Fried Shrimp, Baked Fish, Deep Fried Fish, and Kids Chicken Plank dinners, plus a la carte sides",,412-276-9652,,False,True,False,True,,True,,40.397699,-80.142647,,,,,,,,,,,,
False,St. Mary's Anglican Church,Church,"509 Sixth Street, Charleroi, Pennsylvania 15022, United States",,"Friday Mar 8 from 11:00 AM to 6:00 PM, Friday Mar 15 from 11:00 AM to 6:00 PM, Friday Mar 22 from 11:00 AM to 6:00 PM, Friday Mar 29 from 11:00 AM to 6:00 PM, Friday Apr 5 from 11:00 AM to 6:00 PM, Friday Apr 12 from 11:00 AM to 6:00 PM",When: every Friday throughout Lent except Good Friday/Times: 11 a.m. - 6 p.m.,,"Fish OR Crab Cake Dinner with Cole Slaw, Hushpuppies and choice of Fries/Halushki/Mac & Cheese $12.00; Fish Sandwich $10.00; Crab Cake Sandwich $6.00; Halushki $5.00; Mac & Cheese $4.00 (1/2 Qt.) or $7.00 (1 Qt.); Pierogies (7) with Butter & Onions $6.00; Fries $2.00; Hushpuppies (5) $1.50; Kid's Fish Stick Dinner with Fries or Mac & Cheese $4.00; Soda or Bottled Water $1.00
",social hall,(724) 483-4072,,,True,,True,,False,,40.137828,-79.900993,,,,,,,,,,,,
True,Middle Road Inn,Restaurant,"1822 Middle Rd, Glenshaw, Pennsylvania 15116, United States",https://www.facebook.com/middle.inn/,"Friday Mar 8 from 11:00 AM to 2:00 AM, Friday Mar 15 from 11:00 AM to 2:00 AM, Friday Mar 22 from 11:00 AM to 2:00 AM, Friday Mar 29 from 11:00 AM to 2:00 AM, Friday Apr 5 from 11:00 AM to 2:00 AM, Friday Apr 12 from 11:00 AM to 2:00 AM, Friday Apr 19 from 11:00 AM to 2:00 AM",,http://www.middleroadinn.com/uploads/2/5/6/8/25683629/edit_menu_bleed.pdf,,,(412) 486-7159,,,,True,True,,True,,40.538634,-79.933244,,,,,,,,,,,,
False,"St. Richard, Richland Township",Church,"3841 Dickey Road, Gibsonia, Pennsylvania 15044, United States",,"Friday Mar 8 from 11:00 AM to 2:00 PM, Friday Mar 15 from 11:00 AM to 2:00 PM, Friday Mar 22 from 11:00 AM to 2:00 PM, Friday Mar 29 from 11:00 AM to 2:00 PM, Friday Apr 5 from 11:00 AM to 2:00 PM, Friday Apr 12 from 11:00 AM to 2:00 PM, Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM",,,"Lunch menu features fish sandwich with 12-ounce fish on a bun, french fries and cole slaw for $8. Advance orders taken for lunch, call 724-449-9946, or fax 724-444-6001. Dinner entrees feature baked or fried fish, or shrimp for $10, and includes fish, cole slaw, choice of one side (macaroni and cheese, haluski, french fries), roll and dessert. Also: kids' meal, $5; fish sandwich, $8; jumbo shrimp, $5. Slice of pizza also available, plus additional sides can be purchased for $2. 
",,724-449-9946,,,,,True,True,False,,40.634223,-79.966245,,,,,,,,,,,,
False,Rices Landing Volunteer Fire Department,Fire Department,"66 Bayard Ave. Rices Landing, Pa. 15357",http://rlvfd66.com/,"Wednesday Mar 6 from 4:00 PM to 8:00 PM, Friday Mar 8 from 11:00 AM to 7:00 PM, Friday Mar 15 from 11:00 AM to 7:00 PM, Friday Mar 22 from 11:00 AM to 7:00 PM, Friday Mar 29 from 11:00 AM to 7:00 PM, Friday Apr 5 from 11:00 AM to 7:00 PM, Friday Apr 12 from 11:00 AM to 7:00 PM, Friday Apr 19 from 11:00 AM to 7:00 PM",,http://www.rlvfd66.com/fish-fry.html,"Dinners (All Dinners Come with 2 Sides and a Drink):

Hand Breaded Ocean Perch Dinner - $9.00
Fish Sandwich Dinner - $9.00
Shrimp Dinner - $9.00
Clam Strip Dinner - $9.00
Chicken Strip Dinner (4pcs) - $9.00
8oz Fish Sandwich - $6.00
5 Hand Breaded Ocean Perch - $6.00

Sides:
Beer Battered Fries - $2.00
Cole Slaw - $2.00
Pierogi - $3.00 (3 in the Dinner, 4 as a side)
Cabbage and Noodles - $3.00
Mac and Cheese - $3.00
Soup (Eat In Only), March: Clam Chowder, April: Lobster Bisque - $3.00

Other Items:
Side of Shrimp or Clams - $4.00
Side of Chicken Strips (3pcs) - $4.00
Angus Burger - $4.00
Hot Pepper Cheese Balls - $3.00
Breaded Cheese Sticks - $3.00

Condiments: Lettuce, Tomato, Onion, Pickle, Cheese, Ketchup, Mustard, Tartar Sauce, Cocktail Sauce, Hot Sauce, Mayo, Ranch, BBQ, Marinara

Drinks ($1): Coke, Pepsi, Diet Pepsi, Diet Coke, Mountain Dew, Dr. Pepper, Sprite, Water, Coffee",,724-592-5765,riceslandingvfdco66@yahoo.com,,,False,True,,False,,39.945374,-79.992234,,,,,,,,,,,,
True,Our Place Homemade,Restaurant,"105 Middle Ave., Wilmerding, PA",,"Wednesday Mar 6 from 11:00 AM to 8:00 PM, Friday Mar 8 from 11:00 AM to 8:00 PM, Friday Mar 15 from 11:00 AM to 8:00 PM, Friday Mar 22 from 11:00 AM to 8:00 PM, Friday Mar 29 from 11:00 AM to 8:00 PM, Friday Apr 5 from 11:00 AM to 8:00 PM, Friday Apr 12 from 11:00 AM to 8:00 PM, Friday Apr 19 from 11:00 AM to 8:00 PM",,,"Fish dinner, Shrimp dinner, homemade pierogies, haluski, and full dinner menu",,412-646-2786,,True,,False,True,,True,,40.395375,-79.803132,,,,,,,,,,,,
True,"Holy Sepulcher, Glade Mills",Church,"1304 E. Cruikshank Road Glade Mills, PA",https://www.holysepulcher.org,"Friday Mar 8 from 4:30 PM to 7:00 PM, Friday Mar 15 from 4:30 PM to 7:00 PM, Friday Mar 22 from 4:30 PM to 7:00 PM, Friday Mar 29 from 4:30 PM to 7:00 PM, Friday Apr 5 from 4:30 PM to 7:00 PM, Friday Apr 12 from 4:30 PM to 7:00 PM",Sponsored by Knights of Columbus Council 10175,,"Dinner includes choice of baked cod, beer-battered fried cod or breaded shrimp, with choice of two sides (macaroni and cheese, scalloped potatoes, green beans, haluski, cole slaw or french fries), roll, drink and homemade dessert. Cost: $11 adult; $8.50 child; $8 sandwich; $7.50 cheese pizza. Takeout offered; call 724-272-9860. For information, call 724-272-9860 or visit www.holysepulcher.org.",held in the school cafeteria,724-586-7610,,False,True,,False,,True,,40.72973,-79.923069,,,,,,,,,,,,
False,"St. Rosalia Academy, Greenfield",Church,"411 Greenfield Ave. Pittsburgh, PA",http://www.strosaliaparish.org,Wednesday Mar 6 from 11:00 AM to 7:00 PM,"***ASH WEDNESDAY ONLY*** Saint Rosalia Academy along with Saint Rosalia Parish will be having a Fish Fry on Ash Wednesday, March 1, 2017, from 11:00am-7:00pm . ",,Menus are available at the entrances to the Church.,Wuerl Hall,412-521-9987,,,True,False,True,True,False,45,40.42573,-79.943023,,,,,,,,,,,,
True,A.W. Beattie Career Center,Other,"9600 Babcock Blvd, Pittsburgh, Pennsylvania 15237, United States",http://www.beattietech.com,"Friday Mar 8 from 11:00 AM to 3:00 PM, Friday Mar 15 from 11:00 AM to 3:00 PM, Friday Mar 29 from 11:00 AM to 3:00 PM, Friday Apr 5 from 11:00 AM to 3:00 PM, Friday Apr 12 from 11:00 AM to 3:00 PM, Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM",This fish fry is put on by high school vo-tech students in the culinary arts program.,http://www.beattietech.com/images/FishFryMenu-01.jpg,,,(412) 847-1900,,,True,,True,,True,,40.57908,-80.00427,,,,,,,,,,,,
True,"Corpus Christi (the parish grouping of Corpus Christi, St. Angela, St. Patrick, and St. Robert)",Church,"803 Market St, McKeesport",www.hailmary1.org,"Friday Mar 8 from 10:00 AM to 7:00 PM, Friday Mar 15 from 10:00 AM to 7:00 PM, Friday Mar 22 from 10:00 AM to 7:00 PM, Friday Mar 29 from 10:00 AM to 7:00 PM, Friday Apr 5 from 10:00 AM to 7:00 PM, Friday Apr 12 from 10:00 AM to 7:00 PM",Phone orders can be picked up at St. Patrick's Hall located at 310 32nd street.,https://d2wldr9tsuuj1b.cloudfront.net/21513/documents/2019/2/Fish%20Fry%20Menu%202019.PNG,"Menu includes hand-breaded fish sandwiches , baked fish, tuna salad croissants, tuna melts, toasted cheese sandwiches, handmade potato pierogies, cabbage and noodles, french fries, hush puppies, stewed tomatoes, cole slaw and applesauce, soups.",Change of Address,267-314-2481  267-318-5124   267-318-6162,,True,True,False,True,,True,,40.347688,-79.865687,,,,,,,,,,,,
False,Monongahela Elks Lodge,Community Organization,"444 Jackson St, Monongahela, PA 15063",,,,,,,xxx-xxx-xxxx,,,,,,,False,124,40.199815,-79.927167,,,,,,,,,,,,
True,St. Margaret of Scotland,Church,"310 Mansfield Avenue, Pittsburgh, Pennsylvania 15220, United States",http://stmargparish.org,"Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM",,http://stmargparish.org/st-margaret-of-scotland-fish-fry-menu/,,school cafeteria,412-922-7279,,,True,,False,,True,,40.422391,-80.04744,,,,,,,,,,,,
False,South Brownsville VFC,Fire Department,"530 water street, Brownsville, PA",,,,,,,xxx-xxx-xxxx,,,,,,,False,125,40.020716,-79.894309,,,,,,,,,,,,
True,Church of St Anne Fish Fry,Church,"4040 Willow Ave, Castle Shannon",www.stanneparish.com,"Wednesday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM","To order takeout, call 412-561-0101 from 3:30-6:30 p.m., with orders available for pickup from 4-6:45 p.m. Ash Wednesday there will be a Fish Fry, but no Fish Fry on Good Friday. ",,"Featured menu items include fried and baked fish, seafood platters and homemade pierogies. Cost is $8-$10 per person. ","Location is a school, fish fry in the gym.",412-561-0101,,True,True,True,False,True,True,,40.361295,-80.029514,,,,,,,,,,,,
True,"St. Thomas More, Bethel Park",Church,"126 Fort Couch Road, Bethel Park, PA",https://www.stmpgh.org/,"Wednesday Mar 6 from 4:30 PM to 7:30 PM, Friday Mar 8 from 4:30 PM to 7:30 PM, Friday Mar 15 from 4:30 PM to 7:30 PM, Friday Mar 22 from 4:30 PM to 7:30 PM, Friday Mar 29 from 4:30 PM to 7:30 PM, Friday Apr 5 from 4:30 PM to 7:30 PM, Friday Apr 12 from 4:30 PM to 7:30 PM","Wednesday, March 6, 2019, 4:30 PM - 7:30 PM/Location: Family Life Center/Ash Wednesdays Lenten Dinners Benefits the School.",https://l.facebook.com/l.php?u=https%3A%2F%2Fecatholic-sites.s3.amazonaws.com%2F21555%2Fdocuments%2F2019%2F3%2FFish%2520Fry%2520Menu.pdf%3Ffbclid%3DIwAR1a1NdZGLMEHUmalQ4O4OvEHq6cx0IBDladZVE81fSveI23Um5ZkXqcKuQ&h=AT3HVMnHoVCSvEnOkRawyNl_c8sg1kFm4BmATRs48RLQ88W7HqPb49qaohK-_9L13121tq2qW-z0BkTh1nIJGjWipE-JmDkcyKWKjtajEfsWqdC6H3Bd9QZSkCTQDxUYsTKW3DU,"Notes: Authentic, homemade pasta sauces with a Northern Italian flair by Lucia Brosio Facco. Check menu for featured sauce!",,412-833-0031,,False,True,True,False,True,True,,40.342445,-80.052163,,,,,,,,,,,,
True,Holy Trinity National Catholic Church,Church,"605 Hewitt Ave. Washington, PA 15301",http://holytrinitywashingtonpa.org/,"Friday Mar 8 from 11:00 AM to 7:00 PM, Friday Mar 15 from 11:00 AM to 7:00 PM, Friday Mar 22 from 11:00 AM to 7:00 PM, Friday Mar 29 from 11:00 AM to 7:00 PM, Friday Apr 5 from 11:00 AM to 7:00 PM, Friday Apr 12 from 11:00 AM to 7:00 PM",Please join us for stations of the Cross on Fridays at 7:30PM during lent. ,http://holytrinitywashingtonpa.org/fishfry.html,"FISH  SANDWICH $6.95, PIEROGI (each) $1.00, CABBAGE & NOODLES $2.50, CLAM CHOWDER $3.50, COLE SLAW $2.00, FRENCH FRIES $2.50, MACARONI & CHEESE $2.95, POTATO PANCAKES (3) $2.95, DRINKS $1.00. DESSERT Cake or Pie $2.00, COFFEE/ HOT TEA $1.00.
CALL 724-225-3401 for DELIVERY only ($50 minimum to Local Businesses)",,724-225-1895,,True,True,False,True,True,True,,40.174551,-80.248628,,,,,,,,,,,,
True,Coleman's Fish Market,Market,"2226 Market St, Wheeling, WV 26003",https://www.facebook.com/Colemans-Fish-Market-369493546495465/,,Hours 9 a.m. to 5:30 p.m. Open until 6:30 p.m. on Friday's. ,,,,(304) 232-8510,,,True,,True,,True,,40.059102,-80.724067,,,,,,,,,,,,
True,Nox's Tavern and Grill,Restaurant,"720 Blaw Ave Pittsburgh, Pennsylvania",,"Wednesday Mar 6 from 11:00 AM to 11:00 PM, Friday Mar 8 from 11:00 AM to 11:00 PM, Friday Mar 15 from 11:00 AM to 11:00 PM, Friday Mar 22 from 11:00 AM to 11:00 PM, Friday Mar 29 from 11:00 AM to 11:00 PM, Friday Apr 5 from 11:00 AM to 11:00 PM, Friday Apr 12 from 11:00 AM to 11:00 PM, Friday Apr 19 from 11:00 AM to 11:00 PM",11 a.m. - 11 p.m. daily. ,https://www.facebook.com/593528547391999/photos/a.605167292894791/2066518923426280/?type=3&theater,,,(412) 794-8233,,True,True,True,True,True,True,,40.492498,-79.862612,,,,,,,,,,,,
True,St. Monica,Church,"116 Thorndale Drive, Beaver Falls, Pennsylvania 15010, United States",http://www.saintmonica.us/,"Wednesday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM",4-7 pm. Credit cards accepted.,http://www.saintmonica.us/events/lenten-fish-frys/,"Dinner menu features baked or fried fish or shrimp dinner, with choice of side (french fries, pierogies, macaroni and cheese, haluski), cole slaw, roll, coffee or iced tea. Cost is $12. Kids' meal is $6, and includes piece of pizza, choice of side, iced tea or cup of water. A la carte menu: fish sandwich, $7; individual sides, $3, which include french fries, pierogies, macaroni and cheese, haluski; cheese pizza, $2; pop/bottled water, $1.",,,,,True,,False,,True,,40.765526,-80.356114,,,,,,,,,,,,
False,Harrison City VFD,Fire Department,"1010 Mill St, Harrison City, PA 15636",http://www.hcvfd.org/,"Friday Mar 22 from 4:00 PM to 8:00 PM, Friday Mar 29 from 4:00 PM to 8:00 PM, Friday Apr 5 from 4:00 PM to 8:00 PM, Friday Apr 12 from 4:00 PM to 8:00 PM, Friday Apr 19 from 4:00 PM to 8:00 PM",,http://www.hcvfd.org/apps/public/news/newsView.cfm?News_ID=149,,,xxx-xxx-xxxx,,,,,False,,False,,40.353405,-79.650425,,,,,,,,,,,,
False,Marianna VFC,Fire Department,"85 Broad Street, Marianna, PA",,"Friday Apr 12 from 11:00 AM to 7:00 PM, Friday Apr 19 from 11:00 AM to 7:00 PM, Friday Mar 29 from 11:00 AM to 7:00 PM, Friday Mar 22 from 11:00 AM to 7:00 PM, Friday Apr 5 from 11:00 AM to 7:00 PM",No fish fry March 10th,https://www.facebook.com/pages/Mananna-Volunteer-Fire-Department/155045657864372,,,724-267-3112,,,True,,True,,False,138,40.022791,-80.085837,,,,,,,,,,,,
True,St. Iranaeus,Church,"387 Maryland Avenue, Oakmont, Pennsylvania 15139, United States",https://opvcatholic.org/about-st-i,"Friday Mar 8 from 11:00 AM to 1:00 PM, Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 11:00 AM to 1:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 11:00 AM to 1:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 11:00 AM to 1:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 11:00 AM to 1:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 11:00 AM to 1:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM",Takeout offered for Lunch: call 412-828-9846. For information call 412-828-3065.,https://opvcatholic.org/lenten-fish-fry-1,"Dinner menu: gluten free baked fish; breadcrumb baked fish; beer-battered fried fish; butterfly fried shrimp; tuna salad on croissant; personal pizzas; grilled cheese. Dinners are $10, and include famous fresh salad bar, plus choice of one side. Sides: macaroni and cheese; homemade haluski; baked potato; pierogies; french fries; onion rings; cole slaw; applesauce. Assorted homemade desserts available. Beverages are free for dine-in patrons.",Blough Hall. Parking available. ,412-828-3065,,False,True,False,True,,True,,40.519276,-79.841161,,,,,,,,,,,,
True,Fire Department of North Versailles at the South Wilmerding Social Club,Fire Department,"830 Sylvan Ave., North Versailles, PA",https://fdnv.org/,"Wednesday Mar 6 from 10:30 AM to 8:00 PM, Friday Mar 8 from 10:30 AM to 8:00 PM, Friday Mar 15 from 10:30 AM to 8:00 PM, Friday Mar 22 from 10:30 AM to 8:00 PM, Friday Mar 29 from 10:30 AM to 8:00 PM, Friday Apr 5 from 10:30 AM to 8:00 PM, Friday Apr 12 from 10:30 AM to 8:00 PM, Friday Apr 19 from 10:30 AM to 8:00 PM",Call for business deliveries to surrounding areas.,https://fdnv.org/custom.html?id=19433,"Menu:

1/2 Pound Fresh Fish Sandwich	$8.00
with Cheese / Onions	$0.50 ea.
 	 
Fish on a dish (No bun)	$7.50
 	 
Haluski (16 oz, homemade)	$3.50
 	 
Shrimp (6 count)	$7.50
 	 
Chicken Tenders (5) with Fries	$7.50
 	 
Grilled Chicken Breast Hoagie	$10.00
 	 
Pierogies (4 count, with or without sauteed onions)	$3.50
 	 
Mac-n-Cheese (12 oz, homemade)	$3.50
 	 
Crabbie Patty	$2.50
 	 
Fresh Cut Firehouse Fries (Large Order, Regular or Seasoned)	$3.50
 	 
Veggie Egg Rolls (2 count; 3 oz)	$3.50
 	 
Hush Puppies (8 count)	$3.50
 	 
Cheese Styx (6 count)	$5.50
 	 
Hot Pepper Cheese Balls	$5.50
 	 
Fried Mushrooms (Large Order)	$5.00
 	 
Onion Rings (Large Order)	$5.00
 	 
Zucchini Planks	$5.50
 	 
Breaded Cauliflower	$5.50
 	 
Coleslaw (6 oz)	$1.50
 	 
Can Pop or Bottled Water	$1.00",SWSC building.  Enter through double doors on Sylvan Avenue.,412-829-7422,,,True,,True,,True,,40.389236,-79.795318,,,,,,,,,,,,
False,Our Lady of the Lake,Church,"128 Sunset Drive, Edinboro PA",,"Friday Apr 5 from 5:00 PM to 7:00 PM, Friday Apr 12 from 5:00 PM to 7:00 PM","March 3, 17, 24, 31, and April 7",,"baked or fried fish. adult $10, child donation $5. includes baked potato or mac and cheese, coleslaw, green beans, bread, refreshments, and dessert. Tickets and takeout at the door.",,xxx-xxx-xxxx,,,,,,,False,266,41.874356,-80.136584,,,,,,,,,,,,
True,Keith Heinritz Katering,Restaurant,"209 Brinton Ave, Trafford, PA",https://keith-heinritz-katering.business.site,"Wednesday Mar 6 from 10:30 AM to 8:00 PM, Friday Mar 8 from 10:30 AM to 9:00 PM, Friday Mar 15 from 10:30 AM to 9:00 PM, Friday Mar 22 from 10:30 AM to 9:00 PM, Friday Mar 29 from 10:30 AM to 9:00 PM, Friday Apr 5 from 10:30 AM to 9:00 PM, Friday Apr 12 from 10:30 AM to 9:00 PM, Friday Apr 19 from 10:30 AM to 9:00 PM",,https://www.facebook.com/keithskatering/photos/pcb.2674216572604883/2674224452604095/?type=3&theater,,,412-373-6788,,,True,,True,,True,,40.382784,-79.762428,,,,,,,,,,,,
False,Spitfirez,Restaurant,"316 Airbrake Avenue, Wilmerding, PA",http://www.spitfirez.com/,,Starts March 1st as part of the regular menu,,1/2 pound Haddock sandwich and platter with fryz and slaw.,,412-824-3922,,,,False,True,,False,80,40.39542,-79.806066,,,,,,,,,,,,
True,Holy Angels Parish,Church,"408 Baldwin Road Pittsburgh, Pa. 15207",http://catholiccommunityofsouthpgh.org/,"Wednesday Mar 6 from 11:00 AM to 6:30 PM, Friday Mar 8 from 11:00 AM to 6:30 PM, Friday Mar 15 from 11:00 AM to 6:30 PM, Friday Mar 22 from 11:00 AM to 6:30 PM, Friday Mar 29 from 11:00 AM to 6:30 PM, Friday Apr 5 from 11:00 AM to 6:30 PM, Friday Apr 12 from 11:00 AM to 11:00 AM, Friday Apr 19 from 11:00 AM to 6:30 PM",,http://catholiccommunityofsouthpgh.org/wp-content/uploads/2019/02/FishFry-HAH-19.pdf,"fried fish sandwich dinner (with french fries and cole slaw); baked fish dinner (with baked potato, cole slaw, roll). A la carte menu includes fried and baked fish sandwich (with or without bun), cheese pizza, New England crab chowder and Maryland crab soup, macaroni and cheese and more. Also, beverages and desserts. Cost: $10 dinners, $8-$9 sides, $3.25 soup. Takeout offered from 11 a.m.-6:30 p.m.; call 412-461-9503.",,412-461-9503,,False,True,False,True,False,True,,40.387258,-79.93301,,,,,,,,,,,,
False,Bioni-Yeckel VFW Post 8308,Veterans,"446 Georgetown Rd. Lawrence, Pa. 15055",,,,,,,xxx-xxx-xxxx,,,,,,,False,1,40.305571,-80.126931,,,,,,,,,,,,
True,OTB Bicycle Cafe,Restaurant,"2518 East Carson St, Pittsburgh, PA 15203",http://www.otbbicyclecafe.com/,,,http://otbbicyclecafe.com/wp-content/uploads/2019/01/OTBnorth_menu_Oct2018_web.pdf,"FAT BIKE FISH SANDWICH 11.50
Just like the latest mountain biking fad, the fat bike, this gigantic piece of fish packs a wallop. Fresh panko crusted fish served on a brioche bun topped with lettuce and tomato. Served with a side of homemade tartar or cocktail sauce, our creamy coleslaw and hand-cut potato chips

HENRY'S FISH TACOS 12.00
Three warm flour tortillas filled with blackened fish topped with pineapple salsa and homemade chipotle aioli. See if you can spot Henry, our resident heron, hanging out on the lake. He's out there somewhere looking for his next meal!",Open lunch and dinner,412-381-3698,,False,True,True,True,False,True,,40.427401,-79.969068,,,,,,,,,,,,
True,Arnold Volunteer Fire Company,Fire Department,"601 Drey St., Arnold, PA",https://www.facebook.com/arnold951/?eid=ARBGn7kMxX-9hB8gSmQAtZD53H3pHl-If8Thd5aQ9K4jWfqxah30gpHBUVjshBeKgcoIPhl4jNa4fMmA,"Wednesday Mar 6 from 11:00 AM to 7:00 PM, Friday Mar 8 from 3:00 PM to 7:00 PM, Friday Mar 15 from 3:00 PM to 7:00 PM, Friday Mar 22 from 3:00 PM to 7:00 PM, Friday Mar 29 from 3:00 PM to 7:00 PM, Friday Apr 5 from 3:00 PM to 7:00 PM, Friday Apr 12 from 3:00 PM to 7:00 PM, Friday Apr 19 from 3:00 PM to 7:00 PM",Free delivery to 15068,https://www.facebook.com/arnold951/photos/gm.390017625145347/2142852662439481/?type=3&theater,,In the Public Safety Building,724-335-8130,,,True,,True,,True,,40.580214,-79.767803,,,,,,,,,,,,
